"filename", "language", "C#", "ASP.NET Razor", "PostCSS", "JSON", "XML", "JavaScript", "Markdown", "MS SQL", "comment", "blank", "total"
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Enums/SensorType.cs", "C#", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Greenhouse_Data_MVC.csproj", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IObservationServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IPlantHumidityRecordServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IPlantSensorAlertServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IPlantServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IServiceProxy.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IZonePressureRecordServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IZoneRecordServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IZoneSensorAlertServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Interfaces/IZoneServiceProxy.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Program.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 0, 3, 10, 30
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Properties/launchSettings.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"/Users/alexbelanger-lemay/Desktop/Green_House/Smart_Greenhouse/Greenhouse_Data_MVC/Services/ObservationServiceProxy.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
